ECG_Value,Label
632,No Stress
646,No Stress
679,No Stress
1024,Stress
598,No Stress
562,No Stress
595,No Stress
580,No Stress
546,No Stress
529,No Stress
506,No Stress
511,No Stress
569,No Stress
536,No Stress
548,No Stress
581,No Stress
562,No Stress
549,No Stress
585,No Stress
591,No Stress
582,No Stress
567,No Stress
655,No Stress
541,No Stress
475,No Stress
489,No Stress
466,No Stress
473,No Stress
600,No Stress
432,No Stress
446,No Stress
506,No Stress
523,No Stress
552,No Stress
580,No Stress
513,No Stress
495,No Stress
565,No Stress
578,No Stress
586,No Stress
597,No Stress
584,No Stress
552,No Stress
567,No Stress
582,No Stress
568,No Stress
581,No Stress
632,No Stress
525,No Stress
522,No Stress
574,No Stress
558,No Stress
566,No Stress
560,No Stress
542,No Stress
496,No Stress
478,No Stress
550,No Stress
546,No Stress
568,No Stress
665,No Stress
494,No Stress
497,No Stress
548,No Stress
543,No Stress
548,No Stress
536,No Stress
457,No Stress
393,No Stress
426,No Stress
523,No Stress
403,No Stress
340,No Stress
576,No Stress
303,No Stress
252,No Stress
300,No Stress
247,No Stress
324,No Stress
857,No Stress
684,No Stress
790,No Stress
817,No Stress
789,No Stress
746,No Stress
1015,Stress
676,No Stress
667,No Stress
737,No Stress
699,No Stress
655,No Stress
751,No Stress
579,No Stress
548,No Stress
609,No Stress
597,No Stress
591,No Stress
712,No Stress
560,No Stress
520,No Stress
560,No Stress
564,No Stress
553,No Stress
926,No Stress
481,No Stress
475,No Stress
512,No Stress
514,No Stress
512,No Stress
598,No Stress
435,No Stress
428,No Stress
478,No Stress
518,No Stress
490,No Stress
607,No Stress
470,No Stress
502,No Stress
604,No Stress
665,No Stress
661,No Stress
640,No Stress
625,No Stress
646,No Stress
728,No Stress
706,No Stress
657,No Stress
541,No Stress
472,No Stress
449,No Stress
365,No Stress
336,No Stress
609,No Stress
213,No Stress
187,No Stress
264,No Stress
315,No Stress
402,No Stress
522,No Stress
533,No Stress
624,No Stress
764,No Stress
778,No Stress
730,No Stress
598,No Stress
520,No Stress
544,No Stress
610,No Stress
769,No Stress
761,No Stress
702,No Stress
640,No Stress
639,No Stress
627,No Stress
591,No Stress
663,No Stress
507,No Stress
483,No Stress
519,No Stress
521,No Stress
531,No Stress
798,No Stress
364,No Stress
352,No Stress
456,No Stress
522,No Stress
265,No Stress
651,No Stress
294,No Stress
387,No Stress
509,No Stress
585,No Stress
629,No Stress
781,No Stress
617,No Stress
642,No Stress
664,No Stress
651,No Stress
615,No Stress
571,No Stress
537,No Stress
576,No Stress
566,No Stress
538,No Stress
510,No Stress
465,No Stress
457,No Stress
513,No Stress
511,No Stress
538,No Stress
663,No Stress
525,No Stress
508,No Stress
618,No Stress
677,No Stress
711,No Stress
780,No Stress
660,No Stress
608,No Stress
806,No Stress
747,No Stress
715,No Stress
618,No Stress
509,No Stress
468,No Stress
529,No Stress
519,No Stress
494,No Stress
487,No Stress
840,No Stress
391,No Stress
390,No Stress
428,No Stress
438,No Stress
464,No Stress
437,No Stress
277,No Stress
324,No Stress
619,No Stress
735,No Stress
676,No Stress
649,No Stress
954,No Stress
543,No Stress
533,No Stress
584,No Stress
562,No Stress
562,No Stress
562,No Stress
542,No Stress
504,No Stress
564,No Stress
578,No Stress
600,No Stress
618,No Stress
831,No Stress
572,No Stress
557,No Stress
600,No Stress
609,No Stress
645,No Stress
628,No Stress
574,No Stress
556,No Stress
574,No Stress
562,No Stress
544,No Stress
541,No Stress
642,No Stress
486,No Stress
481,No Stress
483,No Stress
480,No Stress
496,No Stress
809,No Stress
459,No Stress
576,No Stress
589,No Stress
2,Stress
3,Stress
497,No Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
4,Stress
2,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
538,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
810,No Stress
632,No Stress
226,No Stress
797,No Stress
849,No Stress
640,No Stress
452,No Stress
474,No Stress
436,No Stress
391,No Stress
336,No Stress
353,No Stress
403,No Stress
468,No Stress
538,No Stress
654,No Stress
319,No Stress
3,Stress
3,Stress
457,No Stress
3,Stress
3,Stress
3,Stress
549,No Stress
609,No Stress
837,No Stress
788,No Stress
722,No Stress
650,No Stress
593,No Stress
636,No Stress
669,No Stress
655,No Stress
637,No Stress
617,No Stress
585,No Stress
544,No Stress
538,No Stress
546,No Stress
534,No Stress
529,No Stress
480,No Stress
457,No Stress
446,No Stress
456,No Stress
351,No Stress
3,Stress
2,Stress
400,No Stress
4,Stress
3,Stress
3,Stress
3,Stress
544,No Stress
1024,Stress
3,Stress
3,Stress
3,Stress
3,Stress
540,No Stress
757,No Stress
1024,Stress
1024,Stress
1011,Stress
754,No Stress
4,Stress
4,Stress
4,Stress
3,Stress
2,Stress
4,Stress
561,No Stress
588,No Stress
826,No Stress
1024,Stress
1024,Stress
1022,Stress
670,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
537,No Stress
700,No Stress
1024,Stress
1024,Stress
949,No Stress
785,No Stress
571,No Stress
38,No Stress
3,Stress
306,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
542,No Stress
600,No Stress
832,No Stress
1005,Stress
1024,Stress
836,No Stress
800,No Stress
730,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
307,No Stress
614,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
537,No Stress
354,No Stress
339,No Stress
3,Stress
3,Stress
542,No Stress
526,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
555,No Stress
545,No Stress
541,No Stress
656,No Stress
693,No Stress
620,No Stress
722,No Stress
446,No Stress
1024,Stress
257,No Stress
516,No Stress
565,No Stress
634,No Stress
704,No Stress
613,No Stress
665,No Stress
605,No Stress
567,No Stress
505,No Stress
578,No Stress
674,No Stress
478,No Stress
18,No Stress
4,Stress
4,Stress
4,Stress
3,Stress
606,No Stress
798,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
790,No Stress
534,No Stress
385,No Stress
405,No Stress
412,No Stress
473,No Stress
566,No Stress
557,No Stress
610,No Stress
684,No Stress
691,No Stress
603,No Stress
1024,Stress
1024,Stress
1024,Stress
706,No Stress
346,No Stress
106,No Stress
27,No Stress
228,No Stress
3,Stress
3,Stress
132,No Stress
348,No Stress
564,No Stress
616,No Stress
820,No Stress
546,No Stress
594,No Stress
581,No Stress
559,No Stress
519,No Stress
546,No Stress
622,No Stress
586,No Stress
590,No Stress
597,No Stress
591,No Stress
576,No Stress
582,No Stress
579,No Stress
573,No Stress
584,No Stress
544,No Stress
550,No Stress
562,No Stress
641,No Stress
485,No Stress
506,No Stress
399,No Stress
380,No Stress
288,No Stress
273,No Stress
350,No Stress
459,No Stress
600,No Stress
674,No Stress
758,No Stress
715,No Stress
662,No Stress
613,No Stress
589,No Stress
447,No Stress
430,No Stress
445,No Stress
409,No Stress
448,No Stress
456,No Stress
471,No Stress
518,No Stress
469,No Stress
399,No Stress
380,No Stress
408,No Stress
381,No Stress
345,No Stress
463,No Stress
414,No Stress
483,No Stress
450,No Stress
393,No Stress
438,No Stress
399,No Stress
432,No Stress
468,No Stress
522,No Stress
513,No Stress
500,No Stress
538,No Stress
571,No Stress
580,No Stress
566,No Stress
507,No Stress
519,No Stress
488,No Stress
457,No Stress
441,No Stress
484,No Stress
540,No Stress
597,No Stress
660,No Stress
396,No Stress
375,No Stress
416,No Stress
410,No Stress
428,No Stress
483,No Stress
426,No Stress
454,No Stress
399,No Stress
401,No Stress
411,No Stress
461,No Stress
392,No Stress
453,No Stress
544,No Stress
568,No Stress
545,No Stress
581,No Stress
621,No Stress
571,No Stress
482,No Stress
397,No Stress
392,No Stress
412,No Stress
454,No Stress
488,No Stress
400,No Stress
283,No Stress
289,No Stress
297,No Stress
391,No Stress
497,No Stress
546,No Stress
907,No Stress
513,No Stress
348,No Stress
402,No Stress
435,No Stress
412,No Stress
513,No Stress
592,No Stress
586,No Stress
497,No Stress
379,No Stress
396,No Stress
385,No Stress
3,Stress
4,Stress
3,Stress
9,No Stress
177,No Stress
197,No Stress
622,No Stress
401,No Stress
75,No Stress
273,No Stress
341,No Stress
559,No Stress
738,No Stress
448,No Stress
106,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
269,No Stress
357,No Stress
428,No Stress
201,No Stress
246,No Stress
459,No Stress
536,No Stress
486,No Stress
569,No Stress
578,No Stress
609,No Stress
639,No Stress
604,No Stress
1024,Stress
512,No Stress
180,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
2,Stress
3,Stress
4,Stress
3,Stress
3,Stress
4,Stress
538,No Stress
4,Stress
3,Stress
537,No Stress
4,Stress
3,Stress
3,Stress
534,No Stress
3,Stress
3,Stress
537,No Stress
1024,Stress
1024,Stress
1024,Stress
536,No Stress
541,No Stress
3,Stress
3,Stress
500,No Stress
540,No Stress
1024,Stress
1024,Stress
541,No Stress
4,Stress
3,Stress
3,Stress
542,No Stress
1024,Stress
1024,Stress
1024,Stress
544,No Stress
3,Stress
3,Stress
3,Stress
801,No Stress
545,No Stress
4,Stress
3,Stress
3,Stress
545,No Stress
1024,Stress
1024,Stress
1024,Stress
549,No Stress
545,No Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
495,No Stress
544,No Stress
3,Stress
3,Stress
325,No Stress
542,No Stress
1024,Stress
542,No Stress
3,Stress
3,Stress
541,No Stress
1024,Stress
1024,Stress
1024,Stress
541,No Stress
4,Stress
3,Stress
3,Stress
538,No Stress
3,Stress
3,Stress
3,Stress
537,No Stress
2,Stress
4,Stress
486,No Stress
537,No Stress
1024,Stress
1024,Stress
219,No Stress
541,No Stress
552,No Stress
548,No Stress
1024,Stress
392,No Stress
1024,Stress
1024,Stress
1024,Stress
679,No Stress
4,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
73,No Stress
220,No Stress
550,No Stress
424,No Stress
496,No Stress
532,No Stress
555,No Stress
564,No Stress
510,No Stress
472,No Stress
477,No Stress
465,No Stress
454,No Stress
436,No Stress
472,No Stress
501,No Stress
570,No Stress
644,No Stress
653,No Stress
690,No Stress
709,No Stress
871,No Stress
784,No Stress
770,No Stress
728,No Stress
708,No Stress
691,No Stress
658,No Stress
591,No Stress
586,No Stress
584,No Stress
580,No Stress
578,No Stress
584,No Stress
571,No Stress
548,No Stress
558,No Stress
553,No Stress
552,No Stress
565,No Stress
669,No Stress
530,No Stress
512,No Stress
517,No Stress
522,No Stress
531,No Stress
541,No Stress
528,No Stress
519,No Stress
532,No Stress
529,No Stress
540,No Stress
564,No Stress
802,No Stress
524,No Stress
531,No Stress
550,No Stress
550,No Stress
542,No Stress
540,No Stress
522,No Stress
514,No Stress
552,No Stress
553,No Stress
552,No Stress
554,No Stress
585,No Stress
558,No Stress
589,No Stress
571,No Stress
571,No Stress
584,No Stress
552,No Stress
540,No Stress
519,No Stress
517,No Stress
499,No Stress
530,No Stress
555,No Stress
761,No Stress
541,No Stress
561,No Stress
625,No Stress
766,No Stress
706,No Stress
516,No Stress
361,No Stress
462,No Stress
456,No Stress
488,No Stress
525,No Stress
581,No Stress
617,No Stress
554,No Stress
493,No Stress
440,No Stress
471,No Stress
474,No Stress
573,No Stress
600,No Stress
613,No Stress
555,No Stress
512,No Stress
488,No Stress
495,No Stress
399,No Stress
423,No Stress
453,No Stress
504,No Stress
529,No Stress
525,No Stress
477,No Stress
459,No Stress
434,No Stress
464,No Stress
463,No Stress
550,No Stress
579,No Stress
593,No Stress
592,No Stress
601,No Stress
590,No Stress
541,No Stress
489,No Stress
518,No Stress
522,No Stress
483,No Stress
470,No Stress
501,No Stress
530,No Stress
553,No Stress
560,No Stress
541,No Stress
798,No Stress
734,No Stress
656,No Stress
650,No Stress
562,No Stress
422,No Stress
404,No Stress
418,No Stress
429,No Stress
557,No Stress
501,No Stress
532,No Stress
504,No Stress
522,No Stress
544,No Stress
896,No Stress
1024,Stress
1024,Stress
1024,Stress
553,No Stress
303,No Stress
231,No Stress
184,No Stress
199,No Stress
259,No Stress
355,No Stress
326,No Stress
354,No Stress
446,No Stress
278,No Stress
266,No Stress
385,No Stress
470,No Stress
497,No Stress
526,No Stress
617,No Stress
617,No Stress
597,No Stress
893,No Stress
679,No Stress
590,No Stress
566,No Stress
508,No Stress
438,No Stress
396,No Stress
352,No Stress
317,No Stress
289,No Stress
65,No Stress
3,Stress
164,No Stress
218,No Stress
337,No Stress
454,No Stress
549,No Stress
549,No Stress
783,No Stress
1024,Stress
798,No Stress
502,No Stress
512,No Stress
598,No Stress
687,No Stress
796,No Stress
512,No Stress
520,No Stress
570,No Stress
646,No Stress
822,No Stress
578,No Stress
516,No Stress
408,No Stress
375,No Stress
342,No Stress
387,No Stress
384,No Stress
470,No Stress
428,No Stress
498,No Stress
613,No Stress
698,No Stress
713,No Stress
676,No Stress
649,No Stress
589,No Stress
521,No Stress
492,No Stress
442,No Stress
441,No Stress
478,No Stress
492,No Stress
534,No Stress
559,No Stress
393,No Stress
176,No Stress
85,No Stress
175,No Stress
247,No Stress
266,No Stress
286,No Stress
174,No Stress
291,No Stress
195,No Stress
3,Stress
116,No Stress
168,No Stress
276,No Stress
322,No Stress
276,No Stress
124,No Stress
116,No Stress
3,Stress
37,No Stress
186,No Stress
432,No Stress
597,No Stress
763,No Stress
968,No Stress
565,No Stress
405,No Stress
401,No Stress
350,No Stress
325,No Stress
318,No Stress
447,No Stress
470,No Stress
577,No Stress
286,No Stress
298,No Stress
438,No Stress
588,No Stress
543,No Stress
487,No Stress
437,No Stress
401,No Stress
242,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
541,No Stress
469,No Stress
308,No Stress
220,No Stress
388,No Stress
160,No Stress
124,No Stress
261,No Stress
188,No Stress
223,No Stress
309,No Stress
354,No Stress
538,No Stress
499,No Stress
533,No Stress
581,No Stress
4,Stress
3,Stress
2,Stress
307,No Stress
849,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1016,Stress
1024,Stress
543,No Stress
541,No Stress
541,No Stress
908,No Stress
625,No Stress
502,No Stress
451,No Stress
466,No Stress
466,No Stress
447,No Stress
428,No Stress
464,No Stress
603,No Stress
577,No Stress
608,No Stress
541,No Stress
477,No Stress
398,No Stress
246,No Stress
5,No Stress
40,No Stress
219,No Stress
84,No Stress
62,No Stress
121,No Stress
193,No Stress
3,Stress
132,No Stress
110,No Stress
319,No Stress
517,No Stress
1024,Stress
606,No Stress
482,No Stress
183,No Stress
338,No Stress
900,No Stress
871,No Stress
788,No Stress
798,No Stress
577,No Stress
483,No Stress
465,No Stress
439,No Stress
486,No Stress
592,No Stress
519,No Stress
650,No Stress
774,No Stress
855,No Stress
901,No Stress
869,No Stress
751,No Stress
700,No Stress
605,No Stress
485,No Stress
377,No Stress
279,No Stress
268,No Stress
222,No Stress
243,No Stress
144,No Stress
174,No Stress
606,No Stress
460,No Stress
556,No Stress
262,No Stress
163,No Stress
135,No Stress
241,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
842,No Stress
257,No Stress
714,No Stress
541,No Stress
4,Stress
3,Stress
4,Stress
4,Stress
4,Stress
3,Stress
528,No Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
2,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
137,No Stress
540,No Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
532,No Stress
703,No Stress
739,No Stress
843,No Stress
860,No Stress
890,No Stress
896,No Stress
762,No Stress
701,No Stress
605,No Stress
542,No Stress
484,No Stress
434,No Stress
495,No Stress
493,No Stress
487,No Stress
483,No Stress
520,No Stress
519,No Stress
510,No Stress
572,No Stress
577,No Stress
572,No Stress
7,No Stress
3,Stress
3,Stress
4,Stress
3,Stress
2,Stress
3,Stress
3,Stress
4,Stress
541,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
531,No Stress
180,No Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
152,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
797,No Stress
526,No Stress
378,No Stress
297,No Stress
267,No Stress
317,No Stress
334,No Stress
349,No Stress
361,No Stress
393,No Stress
428,No Stress
514,No Stress
490,No Stress
517,No Stress
552,No Stress
480,No Stress
3,Stress
3,Stress
373,No Stress
3,Stress
3,Stress
3,Stress
541,No Stress
996,No Stress
1024,Stress
1024,Stress
940,No Stress
823,No Stress
633,No Stress
534,No Stress
459,No Stress
442,No Stress
530,No Stress
391,No Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
4,Stress
2,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
2,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
4,Stress
4,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
3,Stress
548,No Stress
1024,Stress
543,No Stress
1024,Stress
194,No Stress
3,Stress
4,Stress
3,Stress
3,Stress
2,Stress
3,Stress
3,Stress
3,Stress
548,No Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
1024,Stress
970,No Stress
723,No Stress
307,No Stress
186,No Stress
198,No Stress
336,No Stress
348,No Stress
322,No Stress
412,No Stress
344,No Stress
195,No Stress
285,No Stress
714,No Stress
454,No Stress
541,No Stress
573,No Stress
606,No Stress
486,No Stress
523,No Stress
761,No Stress
474,No Stress
534,No Stress
530,No Stress
597,No Stress
642,No Stress
675,No Stress
692,No Stress
641,No Stress
625,No Stress
596,No Stress
561,No Stress
588,No Stress
630,No Stress
637,No Stress
620,No Stress
612,No Stress
651,No Stress
582,No Stress
523,No Stress
557,No Stress
530,No Stress
500,No Stress
523,No Stress
532,No Stress
535,No Stress
517,No Stress
496,No Stress
493,No Stress
603,No Stress
507,No Stress
567,No Stress
570,No Stress
586,No Stress
528,No Stress
554,No Stress
544,No Stress
475,No Stress
477,No Stress
580,No Stress
600,No Stress
604,No Stress
606,No Stress
578,No Stress
513,No Stress
509,No Stress
526,No Stress
545,No Stress
538,No Stress
550,No Stress
560,No Stress
577,No Stress
861,No Stress
533,No Stress
565,No Stress
544,No Stress
540,No Stress
549,No Stress
557,No Stress
568,No Stress
550,No Stress
520,No Stress
513,No Stress
522,No Stress
496,No Stress
499,No Stress
537,No Stress
545,No Stress
555,No Stress
812,No Stress
545,No Stress
582,No Stress
569,No Stress
582,No Stress
579,No Stress
594,No Stress
600,No Stress
576,No Stress
581,No Stress
577,No Stress
584,No Stress
569,No Stress
536,No Stress
531,No Stress
507,No Stress
507,No Stress
501,No Stress
519,No Stress
540,No Stress
545,No Stress
549,No Stress
532,No Stress
526,No Stress
524,No Stress
476,No Stress
511,No Stress
523,No Stress
518,No Stress
493,No Stress
513,No Stress
524,No Stress
526,No Stress
543,No Stress
717,No Stress
528,No Stress
578,No Stress
567,No Stress
556,No Stress
573,No Stress
567,No Stress
571,No Stress
533,No Stress
559,No Stress
579,No Stress
564,No Stress
521,No Stress
532,No Stress
530,No Stress
553,No Stress
535,No Stress
526,No Stress
573,No Stress
550,No Stress
532,No Stress
528,No Stress
545,No Stress
566,No Stress
532,No Stress
484,No Stress
476,No Stress
487,No Stress
490,No Stress
505,No Stress
514,No Stress
526,No Stress
517,No Stress
514,No Stress
532,No Stress
583,No Stress
546,No Stress
557,No Stress
549,No Stress
572,No Stress
589,No Stress
561,No Stress
566,No Stress
605,No Stress
569,No Stress
591,No Stress
573,No Stress
596,No Stress
807,No Stress
504,No Stress
504,No Stress
434,No Stress
425,No Stress
459,No Stress
456,No Stress
430,No Stress
394,No Stress
446,No Stress
511,No Stress
1024,Stress
542,No Stress
442,No Stress
294,No Stress
343,No Stress
317,No Stress
349,No Stress
330,No Stress
422,No Stress
644,No Stress
715,No Stress
734,No Stress
650,No Stress
554,No Stress
548,No Stress
600,No Stress
738,No Stress
764,No Stress
644,No Stress
577,No Stress
845,No Stress
758,No Stress
554,No Stress
237,No Stress
3,Stress
3,Stress
